event_id,home_team,away_team,match,tournament,kickoff,target,pick,model_prob_%,implied_prob_%,edge_%,decimal_odds,model_auc,has_odds_match,hit_rate_%,ht_home,ht_away,ft_home,ft_away,status,result
sr:match:74301722,FC Porto,Manchester City FC,FC Porto vs Manchester City FC,UEFA Youth League,2026-09-08 12:00,target__away_clean_sheet,Away Clean Sheet,31.4,24.4,7.1,4.1,0.6508,True,23.0,2.0,0.0,3.0,1.0,finished,LOST
sr:match:74077460,PEPO Lappeenranta,HIFK,PEPO Lappeenranta vs HIFK,Kakkonen,2026-09-08 16:30,target__away_clean_sheet,Away Clean Sheet,21.8,17.4,4.4,5.75,0.6508,True,23.0,0.0,0.0,2.0,1.0,finished,LOST
sr:match:73159944,Al-Ittihad Club,Al-Fayha FC,Al-Ittihad Club vs Al-Fayha FC,Saudi Pro League,2026-09-08 19:00,target__away_clean_sheet,Away Clean Sheet,21.8,14.7,7.1,6.8,0.6508,True,23.0,1.0,1.0,2.0,1.0,finished,LOST
sr:match:73943718,Doncaster Rovers,Huddersfield,Doncaster Rovers vs Huddersfield,EFL Trophy,2026-09-08 19:00,target__away_clean_sheet,Away Clean Sheet,38.5,33.3,5.1,3.0,0.6508,True,23.0,1.0,0.0,1.0,3.0,finished,LOST
sr:match:72758114,Tonbridge Angels,Maidstone United FC,Tonbridge Angels vs Maidstone United FC,National League South,2026-09-08 19:45,target__away_clean_sheet,Away Clean Sheet,38.5,33.3,5.1,3.0,0.6508,True,23.0,0.0,0.0,0.0,1.0,finished,WON
sr:match:74165878,Real Madrid,Inter,Real Madrid vs Inter,UEFA Champions League,2026-09-08 20:00,target__away_clean_sheet,Away Clean Sheet,21.8,15.2,6.6,6.6,0.6508,True,23.0,2.0,0.0,2.0,1.0,finished,LOST
sr:match:74158474,Millwall FC,Newcastle,Millwall FC vs Newcastle,EFL Cup,2026-09-08 20:00,target__away_clean_sheet,Away Clean Sheet,47.3,41.7,5.6,2.4,0.6508,True,23.0,0.0,0.0,0.0,1.0,finished,WON
sr:match:72339794,Bolton Wanderers,West Ham,Bolton Wanderers vs West Ham,Championship,2026-09-08 20:00,target__away_clean_sheet,Away Clean Sheet,47.3,37.7,9.5,2.65,0.6508,True,23.0,2.0,2.0,2.0,3.0,finished,LOST
sr:match:68687892,CS Emelec,Manta FC,CS Emelec vs Manta FC,LigaPro Primera A,2026-09-08 01:00,target__away_win,Away Win,23.6,19.0,4.5,5.25,0.7237,True,32.7,0.0,0.0,1.0,0.0,finished,LOST
sr:match:67817860,Ulsan HD FC,FC Seoul,Ulsan HD FC vs FC Seoul,K-League 1,2026-09-08 11:30,target__away_win,Away Win,50.0,46.5,3.5,2.15,0.7237,True,32.7,0.0,0.0,1.0,0.0,finished,LOST
sr:match:74301722,FC Porto,Manchester City FC,FC Porto vs Manchester City FC,UEFA Youth League,2026-09-08 12:00,target__away_win,Away Win,50.0,44.4,5.6,2.25,0.7237,True,32.7,2.0,0.0,3.0,1.0,finished,LOST
sr:match:71680602,Benin,Argentina,Benin vs Argentina,"U20 FIFA World Cup, Women",2026-09-08 14:00,target__away_win,Away Win,71.6,68.5,3.1,1.46,0.7237,True,32.7,0.0,3.0,0.0,8.0,finished,WON
sr:match:74301730,Borussia Dortmund,Villarreal CF,Borussia Dortmund vs Villarreal CF,UEFA Youth League,2026-09-08 15:00,target__away_win,Away Win,42.4,34.5,8.0,2.9,0.7237,True,32.7,1.0,1.0,2.0,3.0,finished,WON
sr:match:74148130,FK Ryazan,Spartak Kostroma,FK Ryazan vs Spartak Kostroma,Russian Cup,2026-09-08 15:00,target__away_win,Away Win,65.2,60.6,4.6,1.65,0.7237,True,32.7,0.0,2.0,0.0,2.0,finished,WON
sr:match:68214798,Nomme Kalju FC,FC Nomme United,Nomme Kalju FC vs FC Nomme United,Premium Liiga,2026-09-08 16:00,target__away_win,Away Win,23.6,18.2,5.4,5.5,0.7237,True,32.7,0.0,2.0,1.0,2.0,finished,WON
sr:match:74299634,FC Lahti,IFK Mariehamn,FC Lahti vs IFK Mariehamn,Veikkausliiga,2026-09-08 16:00,target__away_win,Away Win,23.6,18.2,5.4,5.5,0.7237,True,32.7,1.0,0.0,2.0,1.0,finished,LOST
sr:match:74299636,Tampereen Ilves,FF Jaro,Tampereen Ilves vs FF Jaro,Veikkausliiga,2026-09-08 16:00,target__away_win,Away Win,24.1,18.9,5.2,5.3,0.7237,True,32.7,0.0,0.0,2.0,0.0,finished,LOST
sr:match:74203108,Duhok FC,Gas Alshimal,Duhok FC vs Gas Alshimal,Stars League,2026-09-08 16:45,target__away_win,Away Win,23.6,20.0,3.6,5.0,0.7237,True,32.7,1.0,1.0,1.0,1.0,finished,LOST
sr:match:74299666,IF Gnistan,Kuopion Palloseura,IF Gnistan vs Kuopion Palloseura,Veikkausliiga,2026-09-08 17:00,target__away_win,Away Win,74.3,52.1,22.3,1.92,0.7237,True,32.7,0.0,1.0,1.0,1.0,finished,LOST
sr:match:74148124,FC Tekstilshchik Ivanovo,PFK Arsenal Tula,FC Tekstilshchik Ivanovo vs PFK Arsenal Tula,Russian Cup,2026-09-08 17:30,target__away_win,Away Win,42.4,37.7,4.7,2.65,0.7237,True,32.7,0.0,0.0,1.0,0.0,finished,LOST
sr:match:74165870,Club Brugge,Aston Villa,Club Brugge vs Aston Villa,UEFA Champions League,2026-09-08 17:45,target__away_win,Away Win,50.0,37.7,12.3,2.65,0.7237,True,32.7,1.0,3.0,2.0,3.0,finished,WON
sr:match:74104028,NEC Nijmegen,Excelsior Rotterdam,NEC Nijmegen vs Excelsior Rotterdam,Eredivisie,2026-09-08 17:45,target__away_win,Away Win,24.1,19.8,4.2,5.04,0.7237,True,32.7,1.0,1.0,2.0,2.0,finished,LOST
sr:match:73159944,Al-Ittihad Club,Al-Fayha FC,Al-Ittihad Club vs Al-Fayha FC,Saudi Pro League,2026-09-08 19:00,target__away_win,Away Win,23.6,16.1,7.5,6.2,0.7237,True,32.7,1.0,1.0,2.0,1.0,finished,LOST
sr:match:73943718,Doncaster Rovers,Huddersfield,Doncaster Rovers vs Huddersfield,EFL Trophy,2026-09-08 19:00,target__away_win,Away Win,50.0,46.5,3.5,2.15,0.7237,True,32.7,1.0,0.0,1.0,3.0,finished,WON
sr:match:74395800,Worcester City,Knowle FC,Worcester City vs Knowle FC,FA Cup,2026-09-08 19:45,target__away_win,Away Win,24.1,20.4,3.7,4.91,0.7237,True,32.7,,,,,finished,UNSETTLED
sr:match:72339792,Blackburn Rovers,Sheffield United,Blackburn Rovers vs Sheffield United,Championship,2026-09-08 19:45,target__away_win,Away Win,50.0,42.6,7.4,2.35,0.7237,True,32.7,1.0,2.0,1.0,2.0,finished,WON
sr:match:72759252,Buxton FC,Brackley Town FC,Buxton FC vs Brackley Town FC,National League North,2026-09-08 19:45,target__away_win,Away Win,29.5,23.8,5.7,4.2,0.7237,True,32.7,1.0,0.0,5.0,0.0,finished,LOST
sr:match:72759256,Chorley FC,Darlington FC,Chorley FC vs Darlington FC,National League North,2026-09-08 19:45,target__away_win,Away Win,42.4,33.9,8.5,2.95,0.7237,True,32.7,3.0,0.0,5.0,2.0,finished,LOST
sr:match:72759264,Radcliffe FC,Hebburn Town,Radcliffe FC vs Hebburn Town,National League North,2026-09-08 19:45,target__away_win,Away Win,56.2,41.7,14.5,2.4,0.7237,True,32.7,3.0,1.0,5.0,1.0,finished,LOST
sr:match:72759266,South Shields,Marine FC,South Shields vs Marine FC,National League North,2026-09-08 19:45,target__away_win,Away Win,23.6,18.2,5.4,5.5,0.7237,True,32.7,2.0,0.0,2.0,1.0,finished,LOST
sr:match:72758100,Dagenham and Redbridge FC,Dover Athletic FC,Dagenham and Redbridge FC vs Dover Athletic FC,National League South,2026-09-08 19:45,target__away_win,Away Win,24.1,18.2,5.9,5.5,0.7237,True,32.7,0.0,1.0,0.0,1.0,finished,WON
sr:match:72758112,Salisbury FC,Slough Town,Salisbury FC vs Slough Town,National League South,2026-09-08 19:45,target__away_win,Away Win,24.1,18.9,5.2,5.3,0.7237,True,32.7,2.0,1.0,5.0,1.0,finished,LOST
sr:match:72758114,Tonbridge Angels,Maidstone United FC,Tonbridge Angels vs Maidstone United FC,National League South,2026-09-08 19:45,target__away_win,Away Win,50.0,44.4,5.6,2.25,0.7237,True,32.7,0.0,0.0,0.0,1.0,finished,WON
sr:match:74165878,Real Madrid,Inter,Real Madrid vs Inter,UEFA Champions League,2026-09-08 20:00,target__away_win,Away Win,24.1,20.1,4.0,4.98,0.7237,True,32.7,2.0,0.0,2.0,1.0,finished,LOST
sr:match:74158474,Millwall FC,Newcastle,Millwall FC vs Newcastle,EFL Cup,2026-09-08 20:00,target__away_win,Away Win,74.3,62.5,11.8,1.6,0.7237,True,32.7,0.0,0.0,0.0,1.0,finished,WON
sr:match:72339794,Bolton Wanderers,West Ham,Bolton Wanderers vs West Ham,Championship,2026-09-08 20:00,target__away_win,Away Win,74.3,60.2,14.1,1.66,0.7237,True,32.7,2.0,2.0,2.0,3.0,finished,WON
sr:match:68157110,New York City FC II,Red Bull New York II,New York City FC II vs Red Bull New York II,MLS Next Pro,2026-09-08 22:00,target__away_win,Away Win,56.2,47.6,8.5,2.1,0.7237,True,32.7,1.0,1.0,,,other,UNSETTLED
sr:match:73265270,Union de Santa Fe,Instituto AC Cordoba,Union de Santa Fe vs Instituto AC Cordoba,Primera LPF,2026-09-08 01:15,target__btts_no,BTTS No,66.2,60.2,6.0,1.66,0.616,True,46.5,1.0,1.0,3.0,2.0,finished,UNKNOWN_TARGET
sr:match:74301722,FC Porto,Manchester City FC,FC Porto vs Manchester City FC,UEFA Youth League,2026-09-08 12:00,target__btts_no,BTTS No,50.2,35.7,14.5,2.8,0.616,True,46.5,2.0,0.0,3.0,1.0,finished,UNKNOWN_TARGET
sr:match:74301726,LOSC Lille,Real Betis Balompie,LOSC Lille vs Real Betis Balompie,UEFA Youth League,2026-09-08 14:00,target__btts_no,BTTS No,44.9,41.7,3.2,2.4,0.616,True,46.5,0.0,0.0,0.0,0.0,finished,UNKNOWN_TARGET
sr:match:71680602,Benin,Argentina,Benin vs Argentina,"U20 FIFA World Cup, Women",2026-09-08 14:00,target__btts_no,BTTS No,50.2,46.5,3.7,2.15,0.616,True,46.5,0.0,3.0,0.0,8.0,finished,UNKNOWN_TARGET
sr:match:73463626,Smouha SC,Ceramica Cleopatra,Smouha SC vs Ceramica Cleopatra,Premier League,2026-09-08 18:00,target__btts_no,BTTS No,66.2,61.7,4.5,1.62,0.616,True,46.5,0.0,0.0,0.0,2.0,finished,UNKNOWN_TARGET
sr:match:68157112,Atlanta United 2,CT United FC,Atlanta United 2 vs CT United FC,MLS Next Pro,2026-09-08 19:00,target__btts_no,BTTS No,44.9,37.0,7.9,2.7,0.616,True,46.5,1.0,0.0,4.0,1.0,finished,UNKNOWN_TARGET
sr:match:73684992,Fleetwood Town U21,Burnley Reserves,Fleetwood Town U21 vs Burnley Reserves,Premier League Cup,2026-09-08 19:00,target__btts_no,BTTS No,44.9,37.7,7.2,2.65,0.616,True,46.5,0.0,1.0,1.0,2.0,finished,UNKNOWN_TARGET
sr:match:73685128,Hull City U21,Brentford U21,Hull City U21 vs Brentford U21,Premier League Cup,2026-09-08 19:00,target__btts_no,BTTS No,44.4,40.0,4.4,2.5,0.616,True,46.5,1.0,1.0,1.0,1.0,finished,UNKNOWN_TARGET
sr:match:72339792,Blackburn Rovers,Sheffield United,Blackburn Rovers vs Sheffield United,Championship,2026-09-08 19:45,target__btts_no,BTTS No,50.2,46.5,3.7,2.15,0.616,True,46.5,1.0,2.0,1.0,2.0,finished,UNKNOWN_TARGET
sr:match:72759272,Worksop Town,Bedford Town Football Club,Worksop Town vs Bedford Town Football Club,National League North,2026-09-08 19:45,target__btts_no,BTTS No,59.2,48.8,10.4,2.05,0.616,True,46.5,1.0,0.0,1.0,2.0,finished,UNKNOWN_TARGET
sr:match:72758102,Dorking Wanderers,Chelmsford City,Dorking Wanderers vs Chelmsford City,National League South,2026-09-08 19:45,target__btts_no,BTTS No,62.7,46.5,16.2,2.15,0.616,True,46.5,2.0,3.0,3.0,3.0,finished,UNKNOWN_TARGET
sr:match:72758116,Weston-super-Mare,AFC Totton,Weston-super-Mare vs AFC Totton,National League South,2026-09-08 19:45,target__btts_no,BTTS No,58.5,52.1,6.4,1.92,0.616,True,46.5,2.0,0.0,3.0,1.0,finished,UNKNOWN_TARGET
sr:match:68687892,CS Emelec,Manta FC,CS Emelec vs Manta FC,LigaPro Primera A,2026-09-08 01:00,target__btts_yes,BTTS Yes,60.1,50.0,10.1,2.0,0.6112,True,53.5,0.0,0.0,1.0,0.0,finished,UNKNOWN_TARGET
sr:match:67817858,Incheon United FC,Bucheon FC 1995,Incheon United FC vs Bucheon FC 1995,K-League 1,2026-09-08 11:30,target__btts_yes,BTTS Yes,66.3,50.3,16.1,1.99,0.6112,True,53.5,1.0,1.0,2.0,1.0,finished,UNKNOWN_TARGET
sr:match:67817860,Ulsan HD FC,FC Seoul,Ulsan HD FC vs FC Seoul,K-League 1,2026-09-08 11:30,target__btts_yes,BTTS Yes,73.0,64.9,8.0,1.54,0.6112,True,53.5,0.0,0.0,1.0,0.0,finished,UNKNOWN_TARGET
sr:match:74299636,Tampereen Ilves,FF Jaro,Tampereen Ilves vs FF Jaro,Veikkausliiga,2026-09-08 16:00,target__btts_yes,BTTS Yes,73.0,61.0,12.0,1.64,0.6112,True,53.5,0.0,0.0,2.0,0.0,finished,UNKNOWN_TARGET
sr:match:71680616,England,Tanzania,England vs Tanzania,"U20 FIFA World Cup, Women",2026-09-08 17:00,target__btts_yes,BTTS Yes,50.8,37.0,13.7,2.7,0.6112,True,53.5,4.0,0.0,5.0,1.0,finished,UNKNOWN_TARGET
sr:match:74165868,AEK Athens,LASK Linz,AEK Athens vs LASK Linz,UEFA Champions League,2026-09-08 17:45,target__btts_yes,BTTS Yes,66.3,61.3,5.0,1.63,0.6112,True,53.5,1.0,0.0,1.0,0.0,finished,UNKNOWN_TARGET
sr:match:74165870,Club Brugge,Aston Villa,Club Brugge vs Aston Villa,UEFA Champions League,2026-09-08 17:45,target__btts_yes,BTTS Yes,66.3,62.5,3.8,1.6,0.6112,True,53.5,1.0,3.0,2.0,3.0,finished,UNKNOWN_TARGET
sr:match:73463628,Zamalek SC,Abo Qair Semads,Zamalek SC vs Abo Qair Semads,Premier League,2026-09-08 18:00,target__btts_yes,BTTS Yes,50.8,41.7,9.1,2.4,0.6112,True,53.5,1.0,0.0,2.0,0.0,finished,UNKNOWN_TARGET
sr:match:73159942,Al Qadsiah,Al Ahli Saudi FC,Al Qadsiah vs Al Ahli Saudi FC,Saudi Pro League,2026-09-08 19:00,target__btts_yes,BTTS Yes,73.0,67.6,5.4,1.48,0.6112,True,53.5,3.0,0.0,3.0,2.0,finished,UNKNOWN_TARGET
sr:match:74158468,Crystal Palace,Middlesbrough FC,Crystal Palace vs Middlesbrough FC,EFL Cup,2026-09-08 19:45,target__btts_yes,BTTS Yes,66.3,61.3,5.0,1.63,0.6112,True,53.5,1.0,0.0,3.0,0.0,finished,UNKNOWN_TARGET
sr:match:72339798,Cardiff City,Stoke City,Cardiff City vs Stoke City,Championship,2026-09-08 19:45,target__btts_yes,BTTS Yes,73.0,64.9,8.0,1.54,0.6112,True,53.5,0.0,1.0,1.0,1.0,finished,UNKNOWN_TARGET
sr:match:74069118,Olympiacos,Volos NPS,Olympiacos vs Volos NPS,Greece Cup,2026-09-08 19:45,target__btts_yes,BTTS Yes,49.1,42.6,6.5,2.35,0.6112,True,53.5,1.0,0.0,3.0,2.0,finished,UNKNOWN_TARGET
sr:match:74165872,Borussia Dortmund,Villarreal,Borussia Dortmund vs Villarreal,UEFA Champions League,2026-09-08 20:00,target__btts_yes,BTTS Yes,73.0,67.1,5.9,1.49,0.6112,True,53.5,0.0,0.0,3.0,2.0,finished,UNKNOWN_TARGET
sr:match:74165876,Lille,Betis,Lille vs Betis,UEFA Champions League,2026-09-08 20:00,target__btts_yes,BTTS Yes,66.3,60.2,6.1,1.66,0.6112,True,53.5,2.0,1.0,2.0,3.0,finished,UNKNOWN_TARGET
sr:match:74325030,CD Cortulua,Internacional de Bogota,CD Cortulua vs Internacional de Bogota,Liga Femenina,2026-09-08 22:30,target__btts_yes,BTTS Yes,60.1,52.6,7.5,1.9,0.6112,True,53.5,1.0,0.0,,,other,UNSETTLED
sr:match:73873182,Fluminense FC RJ,CA Platense,Fluminense FC RJ vs CA Platense,CONMEBOL Libertadores,2026-09-08 23:00,target__btts_yes,BTTS Yes,49.0,39.2,9.8,2.55,0.6112,True,53.5,0.0,0.0,,,other,UNSETTLED
sr:match:74301722,FC Porto,Manchester City FC,FC Porto vs Manchester City FC,UEFA Youth League,2026-09-08 12:00,target__draw,Draw,30.5,25.0,5.5,4.0,0.5993,True,22.8,2.0,0.0,3.0,1.0,finished,UNKNOWN_TARGET
sr:match:68214798,Nomme Kalju FC,FC Nomme United,Nomme Kalju FC vs FC Nomme United,Premium Liiga,2026-09-08 16:00,target__draw,Draw,24.4,21.3,3.1,4.7,0.5993,True,22.8,0.0,2.0,1.0,2.0,finished,UNKNOWN_TARGET
sr:match:73159944,Al-Ittihad Club,Al-Fayha FC,Al-Ittihad Club vs Al-Fayha FC,Saudi Pro League,2026-09-08 19:00,target__draw,Draw,24.4,20.0,4.4,5.0,0.5993,True,22.8,1.0,1.0,2.0,1.0,finished,UNKNOWN_TARGET
sr:match:73873182,Fluminense FC RJ,CA Platense,Fluminense FC RJ vs CA Platense,CONMEBOL Libertadores,2026-09-08 23:00,target__draw,Draw,30.5,26.0,4.5,3.84,0.5993,True,22.8,0.0,0.0,,,other,UNSETTLED
sr:match:74301722,FC Porto,Manchester City FC,FC Porto vs Manchester City FC,UEFA Youth League,2026-09-08 12:00,target__home_clean_sheet,Home Clean Sheet,30.2,21.3,8.9,4.7,0.6485,True,30.0,2.0,0.0,3.0,1.0,finished,LOST
sr:match:74301726,LOSC Lille,Real Betis Balompie,LOSC Lille vs Real Betis Balompie,UEFA Youth League,2026-09-08 14:00,target__home_clean_sheet,Home Clean Sheet,30.9,19.6,11.3,5.1,0.6485,True,30.0,0.0,0.0,0.0,0.0,finished,WON
sr:match:74456044,Paraguari AC,Guairena FC,Paraguari AC vs Guairena FC,Division Intermedia,2026-09-08 14:00,target__home_clean_sheet,Home Clean Sheet,45.9,42.6,3.4,2.35,0.6485,True,30.0,1.0,0.0,3.0,1.0,finished,LOST
sr:match:74301730,Borussia Dortmund,Villarreal CF,Borussia Dortmund vs Villarreal CF,UEFA Youth League,2026-09-08 15:00,target__home_clean_sheet,Home Clean Sheet,30.2,26.7,3.5,3.75,0.6485,True,30.0,1.0,1.0,2.0,3.0,finished,LOST
sr:match:74203110,Erbil SC,Diyala FC,Erbil SC vs Diyala FC,Stars League,2026-09-08 16:45,target__home_clean_sheet,Home Clean Sheet,60.7,53.5,7.2,1.87,0.6485,True,30.0,1.0,0.0,2.0,0.0,finished,WON
sr:match:72809200,Eintracht Trier,SC Freiburg II,Eintracht Trier vs SC Freiburg II,Regionalliga Southwest,2026-09-08 18:00,target__home_clean_sheet,Home Clean Sheet,30.9,26.7,4.2,3.75,0.6485,True,30.0,0.0,0.0,0.0,0.0,finished,WON
sr:match:68157112,Atlanta United 2,CT United FC,Atlanta United 2 vs CT United FC,MLS Next Pro,2026-09-08 19:00,target__home_clean_sheet,Home Clean Sheet,30.9,25.6,5.2,3.9,0.6485,True,30.0,1.0,0.0,4.0,1.0,finished,LOST
sr:match:73943718,Doncaster Rovers,Huddersfield,Doncaster Rovers vs Huddersfield,EFL Trophy,2026-09-08 19:00,target__home_clean_sheet,Home Clean Sheet,30.9,26.3,4.6,3.8,0.6485,True,30.0,1.0,0.0,1.0,3.0,finished,LOST
sr:match:73684992,Fleetwood Town U21,Burnley Reserves,Fleetwood Town U21 vs Burnley Reserves,Premier League Cup,2026-09-08 19:00,target__home_clean_sheet,Home Clean Sheet,30.0,20.8,9.2,4.8,0.6485,True,30.0,0.0,1.0,1.0,2.0,finished,LOST
sr:match:72758108,Hampton & Richmond Borough,Farnborough FC,Hampton & Richmond Borough vs Farnborough FC,National League South,2026-09-08 19:45,target__home_clean_sheet,Home Clean Sheet,30.9,25.6,5.2,3.9,0.6485,True,30.0,1.0,0.0,2.0,0.0,finished,WON
sr:match:72758114,Tonbridge Angels,Maidstone United FC,Tonbridge Angels vs Maidstone United FC,National League South,2026-09-08 19:45,target__home_clean_sheet,Home Clean Sheet,30.9,27.0,3.8,3.7,0.6485,True,30.0,0.0,0.0,0.0,1.0,finished,LOST
sr:match:72758116,Weston-super-Mare,AFC Totton,Weston-super-Mare vs AFC Totton,National League South,2026-09-08 19:45,target__home_clean_sheet,Home Clean Sheet,45.9,41.7,4.3,2.4,0.6485,True,30.0,2.0,0.0,3.0,1.0,finished,LOST
