event_id,home_team,away_team,match,tournament,kickoff,target,pick,model_prob_%,implied_prob_%,edge_%,decimal_odds,model_auc,has_odds_match,hit_rate_%,ht_home,ht_away,ft_home,ft_away,status,result
sr:match:73019548,Mashujaa FC,Singida Black Stars FC,Mashujaa FC vs Singida Black Stars FC,Premier League,2026-09-08 14:00,target__over_1_5_goals,Over 1.5 Goals,70.6,67.1,3.4,1.49,0.6116,True,77.7,,,,,other,UNSETTLED
sr:match:74299634,FC Lahti,IFK Mariehamn,FC Lahti vs IFK Mariehamn,Veikkausliiga,2026-09-08 16:00,target__over_1_5_goals,Over 1.5 Goals,87.2,81.3,5.9,1.23,0.6116,True,77.7,1.0,0.0,2.0,1.0,finished,UNKNOWN_TARGET
sr:match:74165870,Club Brugge,Aston Villa,Club Brugge vs Aston Villa,UEFA Champions League,2026-09-08 17:45,target__over_1_5_goals,Over 1.5 Goals,84.3,81.3,3.0,1.23,0.6116,True,77.7,1.0,3.0,2.0,3.0,finished,UNKNOWN_TARGET
sr:match:73463626,Smouha SC,Ceramica Cleopatra,Smouha SC vs Ceramica Cleopatra,Premier League,2026-09-08 18:00,target__over_1_5_goals,Over 1.5 Goals,79.2,63.7,15.5,1.57,0.6116,True,77.7,0.0,0.0,0.0,2.0,finished,UNKNOWN_TARGET
sr:match:73463628,Zamalek SC,Abo Qair Semads,Zamalek SC vs Abo Qair Semads,Premier League,2026-09-08 18:00,target__over_1_5_goals,Over 1.5 Goals,84.3,73.0,11.3,1.37,0.6116,True,77.7,1.0,0.0,2.0,0.0,finished,UNKNOWN_TARGET
sr:match:73206452,AL Anwar,AL Tai,AL Anwar vs AL Tai,Division 1,2026-09-08 18:30,target__over_1_5_goals,Over 1.5 Goals,84.3,80.0,4.3,1.25,0.6116,True,77.7,1.0,0.0,2.0,0.0,finished,UNKNOWN_TARGET
sr:match:74301616,CA Claypole,Central Ballester,CA Claypole vs Central Ballester,Primera C,2026-09-08 19:00,target__over_1_5_goals,Over 1.5 Goals,70.6,65.8,4.8,1.52,0.6116,True,77.7,0.0,0.0,0.0,1.0,finished,UNKNOWN_TARGET
sr:match:74158470,Leyton Orient London,Bradford City FC,Leyton Orient London vs Bradford City FC,EFL Cup,2026-09-08 19:45,target__over_1_5_goals,Over 1.5 Goals,79.2,75.2,4.0,1.33,0.6116,True,77.7,1.0,1.0,1.0,3.0,finished,UNKNOWN_TARGET
sr:match:74158472,Sunderland AFC,Hull City,Sunderland AFC vs Hull City,EFL Cup,2026-09-08 19:45,target__over_1_5_goals,Over 1.5 Goals,80.5,75.8,4.7,1.32,0.6116,True,77.7,0.0,0.0,1.0,0.0,finished,UNKNOWN_TARGET
sr:match:72339814,Wrexham AFC,Burnley,Wrexham AFC vs Burnley,Championship,2026-09-08 19:45,target__over_1_5_goals,Over 1.5 Goals,84.3,79.4,4.9,1.26,0.6116,True,77.7,0.0,1.0,1.0,1.0,finished,UNKNOWN_TARGET
sr:match:72758104,Ebbsfleet United FC,Hemel Hempstead Town,Ebbsfleet United FC vs Hemel Hempstead Town,National League South,2026-09-08 19:45,target__over_1_5_goals,Over 1.5 Goals,84.3,78.7,5.6,1.27,0.6116,True,77.7,0.0,0.0,0.0,0.0,finished,UNKNOWN_TARGET
sr:match:74165876,Lille,Betis,Lille vs Betis,UEFA Champions League,2026-09-08 20:00,target__over_1_5_goals,Over 1.5 Goals,84.3,79.4,4.9,1.26,0.6116,True,77.7,2.0,1.0,2.0,3.0,finished,UNKNOWN_TARGET
sr:match:73873182,Fluminense FC RJ,CA Platense,Fluminense FC RJ vs CA Platense,CONMEBOL Libertadores,2026-09-08 23:00,target__over_1_5_goals,Over 1.5 Goals,84.3,66.7,17.6,1.5,0.6116,True,77.7,0.0,0.0,,,other,UNSETTLED
sr:match:74106974,Independiente Santa Fe,CR Vasco da Gama RJ,Independiente Santa Fe vs CR Vasco da Gama RJ,CONMEBOL Sudamericana,2026-09-08 23:00,target__over_1_5_goals,Over 1.5 Goals,80.5,68.5,12.0,1.46,0.6116,True,77.7,0.0,0.0,,,other,UNSETTLED
sr:match:71913648,Club Sando,Delfines Del Este,Club Sando vs Delfines Del Este,CONCACAF Caribbean Cup,2026-09-09 00:00,target__over_1_5_goals,Over 1.5 Goals,80.5,71.9,8.5,1.39,0.6116,True,77.7,0.0,0.0,0.0,0.0,finished,UNKNOWN_TARGET
sr:match:68687892,CS Emelec,Manta FC,CS Emelec vs Manta FC,LigaPro Primera A,2026-09-08 01:00,target__over_2_5_goals,Over 2.5 Goals,52.5,48.8,3.7,2.05,0.641,True,56.0,0.0,0.0,1.0,0.0,finished,LOST
sr:match:68687896,Mushuc Runa SC,Leones Futbol Club,Mushuc Runa SC vs Leones Futbol Club,LigaPro Primera A,2026-09-08 01:00,target__over_2_5_goals,Over 2.5 Goals,47.6,43.5,4.1,2.3,0.641,True,56.0,1.0,1.0,1.0,1.0,finished,LOST
sr:match:73204566,Club Leon,Puebla FC,Club Leon vs Puebla FC,"Liga MX, Women",2026-09-08 02:06,target__over_2_5_goals,Over 2.5 Goals,86.7,80.0,6.7,1.25,0.641,True,56.0,3.0,1.0,5.0,2.0,finished,WON
sr:match:67817858,Incheon United FC,Bucheon FC 1995,Incheon United FC vs Bucheon FC 1995,K-League 1,2026-09-08 11:30,target__over_2_5_goals,Over 2.5 Goals,52.5,47.6,4.9,2.1,0.641,True,56.0,1.0,1.0,2.0,1.0,finished,WON
sr:match:74299636,Tampereen Ilves,FF Jaro,Tampereen Ilves vs FF Jaro,Veikkausliiga,2026-09-08 16:00,target__over_2_5_goals,Over 2.5 Goals,67.6,63.7,3.9,1.57,0.641,True,56.0,0.0,0.0,2.0,0.0,finished,LOST
sr:match:73159938,Al-Ettifaq FC,Al-Faisaly FC,Al-Ettifaq FC vs Al-Faisaly FC,Saudi Pro League,2026-09-08 16:30,target__over_2_5_goals,Over 2.5 Goals,67.6,62.9,4.7,1.59,0.641,True,56.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:74077460,PEPO Lappeenranta,HIFK,PEPO Lappeenranta vs HIFK,Kakkonen,2026-09-08 16:30,target__over_2_5_goals,Over 2.5 Goals,81.2,74.1,7.1,1.35,0.641,True,56.0,0.0,0.0,2.0,1.0,finished,WON
sr:match:73159940,Al-Hazm,Al-Taawoun FC,Al-Hazm vs Al-Taawoun FC,Saudi Pro League,2026-09-08 16:55,target__over_2_5_goals,Over 2.5 Goals,67.6,55.2,12.3,1.81,0.641,True,56.0,1.0,0.0,1.0,0.0,finished,LOST
sr:match:71680616,England,Tanzania,England vs Tanzania,"U20 FIFA World Cup, Women",2026-09-08 17:00,target__over_2_5_goals,Over 2.5 Goals,82.1,74.6,7.5,1.34,0.641,True,56.0,4.0,0.0,5.0,1.0,finished,WON
sr:match:74077464,HPS,PPJ Helsinki,HPS vs PPJ Helsinki,Kakkonen,2026-09-08 17:00,target__over_2_5_goals,Over 2.5 Goals,82.1,75.8,6.4,1.32,0.641,True,56.0,0.0,1.0,1.0,4.0,finished,WON
sr:match:74104028,NEC Nijmegen,Excelsior Rotterdam,NEC Nijmegen vs Excelsior Rotterdam,Eredivisie,2026-09-08 17:45,target__over_2_5_goals,Over 2.5 Goals,81.6,72.5,9.2,1.38,0.641,True,56.0,1.0,1.0,2.0,2.0,finished,WON
sr:match:73463628,Zamalek SC,Abo Qair Semads,Zamalek SC vs Abo Qair Semads,Premier League,2026-09-08 18:00,target__over_2_5_goals,Over 2.5 Goals,52.5,47.6,4.9,2.1,0.641,True,56.0,1.0,0.0,2.0,0.0,finished,LOST
sr:match:73159944,Al-Ittihad Club,Al-Fayha FC,Al-Ittihad Club vs Al-Fayha FC,Saudi Pro League,2026-09-08 19:00,target__over_2_5_goals,Over 2.5 Goals,81.2,67.6,13.6,1.48,0.641,True,56.0,1.0,1.0,2.0,1.0,finished,WON
sr:match:74301616,CA Claypole,Central Ballester,CA Claypole vs Central Ballester,Primera C,2026-09-08 19:00,target__over_2_5_goals,Over 2.5 Goals,47.6,39.2,8.4,2.55,0.641,True,56.0,0.0,0.0,0.0,1.0,finished,LOST
sr:match:74158468,Crystal Palace,Middlesbrough FC,Crystal Palace vs Middlesbrough FC,EFL Cup,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,61.3,6.2,1.63,0.641,True,56.0,1.0,0.0,3.0,0.0,finished,WON
sr:match:74158470,Leyton Orient London,Bradford City FC,Leyton Orient London vs Bradford City FC,EFL Cup,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,50.0,17.6,2.0,0.641,True,56.0,1.0,1.0,1.0,3.0,finished,WON
sr:match:74158472,Sunderland AFC,Hull City,Sunderland AFC vs Hull City,EFL Cup,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,56.7,50.8,6.0,1.97,0.641,True,56.0,0.0,0.0,1.0,0.0,finished,LOST
sr:match:74395790,Fakenham Town,Ware FC,Fakenham Town vs Ware FC,FA Cup,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,64.1,3.5,1.56,0.641,True,56.0,,,,,finished,UNSETTLED
sr:match:74395804,Kettering Town,Wellingborough Town,Kettering Town vs Wellingborough Town,FA Cup,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,61.7,5.8,1.62,0.641,True,56.0,,,,,finished,UNSETTLED
sr:match:72339798,Cardiff City,Stoke City,Cardiff City vs Stoke City,Championship,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,61.7,5.8,1.62,0.641,True,56.0,0.0,1.0,1.0,1.0,finished,LOST
sr:match:72759262,Macclesfield FC,Scarborough Athletic,Macclesfield FC vs Scarborough Athletic,National League North,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,56.5,11.1,1.77,0.641,True,56.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:72759266,South Shields,Marine FC,South Shields vs Marine FC,National League North,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,67.6,62.9,4.7,1.59,0.641,True,56.0,2.0,0.0,2.0,1.0,finished,WON
sr:match:74269244,Larne FC,Bangor FC,Larne FC vs Bangor FC,Premiership,2026-09-08 19:45,target__over_2_5_goals,Over 2.5 Goals,66.7,63.3,3.4,1.58,0.641,True,56.0,0.0,0.0,1.0,0.0,finished,LOST
sr:match:74165872,Borussia Dortmund,Villarreal,Borussia Dortmund vs Villarreal,UEFA Champions League,2026-09-08 20:00,target__over_2_5_goals,Over 2.5 Goals,81.2,67.1,14.1,1.49,0.641,True,56.0,0.0,0.0,3.0,2.0,finished,WON
sr:match:74165876,Lille,Betis,Lille vs Betis,UEFA Champions League,2026-09-08 20:00,target__over_2_5_goals,Over 2.5 Goals,67.6,54.6,12.9,1.83,0.641,True,56.0,2.0,1.0,2.0,3.0,finished,WON
sr:match:74165874,Porto,Man City,Porto vs Man City,UEFA Champions League,2026-09-08 20:00,target__over_2_5_goals,Over 2.5 Goals,67.6,59.5,8.0,1.68,0.641,True,56.0,0.0,0.0,0.0,2.0,finished,LOST
sr:match:74165878,Real Madrid,Inter,Real Madrid vs Inter,UEFA Champions League,2026-09-08 20:00,target__over_2_5_goals,Over 2.5 Goals,71.9,68.0,3.8,1.47,0.641,True,56.0,2.0,0.0,2.0,1.0,finished,WON
sr:match:68157110,New York City FC II,Red Bull New York II,New York City FC II vs Red Bull New York II,MLS Next Pro,2026-09-08 22:00,target__over_2_5_goals,Over 2.5 Goals,81.2,77.5,3.7,1.29,0.641,True,56.0,1.0,1.0,,,other,UNSETTLED
sr:match:71913648,Club Sando,Delfines Del Este,Club Sando vs Delfines Del Este,CONCACAF Caribbean Cup,2026-09-09 00:00,target__over_2_5_goals,Over 2.5 Goals,52.5,45.5,7.1,2.2,0.641,True,56.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:73184898,AD Cofutpa,Municipal Grecia,AD Cofutpa vs Municipal Grecia,Liga de Ascenso,2026-09-08 02:00,target__over_3_5_goals,Over 3.5 Goals,42.5,38.5,4.0,2.6,0.6631,True,35.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:74101012,Inter Playa Del Carmen,Pioneros de Cancun,Inter Playa Del Carmen vs Pioneros de Cancun,Liga Primera Premier,2026-09-08 03:05,target__over_3_5_goals,Over 3.5 Goals,42.5,35.7,6.8,2.8,0.6631,True,35.0,0.0,3.0,0.0,4.0,finished,WON
sr:match:71680614,Brazil,Canada,Brazil vs Canada,"U20 FIFA World Cup, Women",2026-09-08 14:00,target__over_3_5_goals,Over 3.5 Goals,40.1,32.3,7.9,3.1,0.6631,True,35.0,1.0,0.0,3.0,0.0,finished,LOST
sr:match:74301730,Borussia Dortmund,Villarreal CF,Borussia Dortmund vs Villarreal CF,UEFA Youth League,2026-09-08 15:00,target__over_3_5_goals,Over 3.5 Goals,50.3,46.5,3.8,2.15,0.6631,True,35.0,1.0,1.0,2.0,3.0,finished,WON
sr:match:74148130,FK Ryazan,Spartak Kostroma,FK Ryazan vs Spartak Kostroma,Russian Cup,2026-09-08 15:00,target__over_3_5_goals,Over 3.5 Goals,40.1,37.0,3.1,2.7,0.6631,True,35.0,0.0,2.0,0.0,2.0,finished,LOST
sr:match:74299634,FC Lahti,IFK Mariehamn,FC Lahti vs IFK Mariehamn,Veikkausliiga,2026-09-08 16:00,target__over_3_5_goals,Over 3.5 Goals,40.1,35.7,4.4,2.8,0.6631,True,35.0,1.0,0.0,2.0,1.0,finished,LOST
sr:match:74299664,Vaasan Palloseura,AC Oulu,Vaasan Palloseura vs AC Oulu,Veikkausliiga,2026-09-08 16:00,target__over_3_5_goals,Over 3.5 Goals,40.1,31.2,8.9,3.2,0.6631,True,35.0,1.0,0.0,1.0,0.0,finished,LOST
sr:match:74203108,Duhok FC,Gas Alshimal,Duhok FC vs Gas Alshimal,Stars League,2026-09-08 16:45,target__over_3_5_goals,Over 3.5 Goals,40.0,25.6,14.4,3.9,0.6631,True,35.0,1.0,1.0,1.0,1.0,finished,LOST
sr:match:74203110,Erbil SC,Diyala FC,Erbil SC vs Diyala FC,Stars League,2026-09-08 16:45,target__over_3_5_goals,Over 3.5 Goals,40.1,30.8,9.3,3.25,0.6631,True,35.0,1.0,0.0,2.0,0.0,finished,LOST
sr:match:73206450,Damac FC,AL Ula,Damac FC vs AL Ula,Division 1,2026-09-08 16:50,target__over_3_5_goals,Over 3.5 Goals,40.0,30.0,10.0,3.33,0.6631,True,35.0,0.0,0.0,0.0,1.0,finished,LOST
sr:match:73159940,Al-Hazm,Al-Taawoun FC,Al-Hazm vs Al-Taawoun FC,Saudi Pro League,2026-09-08 16:55,target__over_3_5_goals,Over 3.5 Goals,40.0,33.9,6.1,2.95,0.6631,True,35.0,1.0,0.0,1.0,0.0,finished,LOST
sr:match:71680616,England,Tanzania,England vs Tanzania,"U20 FIFA World Cup, Women",2026-09-08 17:00,target__over_3_5_goals,Over 3.5 Goals,58.2,53.2,5.0,1.88,0.6631,True,35.0,4.0,0.0,5.0,1.0,finished,WON
sr:match:71680604,Poland,Mexico,Poland vs Mexico,"U20 FIFA World Cup, Women",2026-09-08 17:00,target__over_3_5_goals,Over 3.5 Goals,40.1,33.9,6.2,2.95,0.6631,True,35.0,1.0,1.0,2.0,1.0,finished,LOST
sr:match:72466488,PFC Montana 1921,PFC Vihren Sandanski,PFC Montana 1921 vs PFC Vihren Sandanski,Vtora Liga,2026-09-08 17:00,target__over_3_5_goals,Over 3.5 Goals,40.1,31.2,8.9,3.2,0.6631,True,35.0,0.0,1.0,1.0,4.0,finished,WON
sr:match:74165870,Club Brugge,Aston Villa,Club Brugge vs Aston Villa,UEFA Champions League,2026-09-08 17:45,target__over_3_5_goals,Over 3.5 Goals,40.1,36.4,3.8,2.75,0.6631,True,35.0,1.0,3.0,2.0,3.0,finished,WON
sr:match:73463628,Zamalek SC,Abo Qair Semads,Zamalek SC vs Abo Qair Semads,Premier League,2026-09-08 18:00,target__over_3_5_goals,Over 3.5 Goals,40.1,26.3,13.8,3.8,0.6631,True,35.0,1.0,0.0,2.0,0.0,finished,LOST
sr:match:73206452,AL Anwar,AL Tai,AL Anwar vs AL Tai,Division 1,2026-09-08 18:30,target__over_3_5_goals,Over 3.5 Goals,40.1,33.9,6.2,2.95,0.6631,True,35.0,1.0,0.0,2.0,0.0,finished,LOST
sr:match:73661250,Exeter City,Tottenham Hotspur U21,Exeter City vs Tottenham Hotspur U21,EFL Trophy,2026-09-08 19:00,target__over_3_5_goals,Over 3.5 Goals,54.5,51.3,3.2,1.95,0.6631,True,35.0,1.0,0.0,2.0,0.0,finished,LOST
sr:match:74158470,Leyton Orient London,Bradford City FC,Leyton Orient London vs Bradford City FC,EFL Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,36.9,28.6,8.3,3.5,0.6631,True,35.0,1.0,1.0,1.0,3.0,finished,WON
sr:match:74158472,Sunderland AFC,Hull City,Sunderland AFC vs Hull City,EFL Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.0,29.4,10.6,3.4,0.6631,True,35.0,0.0,0.0,1.0,0.0,finished,LOST
sr:match:74395806,Boldmere St Michaels FC,Bourne Town,Boldmere St Michaels FC vs Bourne Town,FA Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,34.5,5.6,2.9,0.6631,True,35.0,0.0,1.0,2.0,1.0,finished,LOST
sr:match:74395784,Brentwood Town FC,Concord Rangers,Brentwood Town FC vs Concord Rangers,FA Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,42.5,35.1,7.4,2.85,0.6631,True,35.0,,,,,finished,UNSETTLED
sr:match:74395770,Havant & Waterlooville,Chippenham Town,Havant & Waterlooville vs Chippenham Town,FA Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,34.5,5.6,2.9,0.6631,True,35.0,,,,,finished,UNSETTLED
sr:match:74395796,Needham Market,Stanway Rovers,Needham Market vs Stanway Rovers,FA Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,42.5,35.1,7.4,2.85,0.6631,True,35.0,,,,,finished,UNSETTLED
sr:match:74395800,Worcester City,Knowle FC,Worcester City vs Knowle FC,FA Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,35.7,4.4,2.8,0.6631,True,35.0,,,,,finished,UNSETTLED
sr:match:72339802,Southampton,Swansea City,Southampton vs Swansea City,Championship,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.0,34.5,5.5,2.9,0.6631,True,35.0,2.0,0.0,3.0,1.0,finished,WON
sr:match:74069118,Olympiacos,Volos NPS,Olympiacos vs Volos NPS,Greece Cup,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,58.2,48.8,9.4,2.05,0.6631,True,35.0,1.0,0.0,3.0,2.0,finished,WON
sr:match:72759250,AFC Telford United,Oxford City,AFC Telford United vs Oxford City,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,41.3,34.5,6.8,2.9,0.6631,True,35.0,0.0,0.0,1.0,0.0,finished,LOST
sr:match:72759252,Buxton FC,Brackley Town FC,Buxton FC vs Brackley Town FC,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,41.3,37.7,3.5,2.65,0.6631,True,35.0,1.0,0.0,5.0,0.0,finished,WON
sr:match:72759254,Chester FC,Merthyr Town,Chester FC vs Merthyr Town,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,37.0,3.1,2.7,0.6631,True,35.0,0.0,1.0,0.0,1.0,finished,LOST
sr:match:72759260,Kings Lynn FC,Hednesford Town,Kings Lynn FC vs Hednesford Town,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,41.3,34.5,6.8,2.9,0.6631,True,35.0,1.0,1.0,2.0,3.0,finished,WON
sr:match:72759262,Macclesfield FC,Scarborough Athletic,Macclesfield FC vs Scarborough Athletic,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,34.5,5.6,2.9,0.6631,True,35.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:72759264,Radcliffe FC,Hebburn Town,Radcliffe FC vs Hebburn Town,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,37.0,3.1,2.7,0.6631,True,35.0,3.0,1.0,5.0,1.0,finished,WON
sr:match:72759268,Southport FC,Morecambe FC,Southport FC vs Morecambe FC,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,41.3,33.3,7.9,3.0,0.6631,True,35.0,1.0,0.0,2.0,1.0,finished,LOST
sr:match:72759270,Spennymoor Town FC,Spalding United,Spennymoor Town FC vs Spalding United,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,35.1,5.0,2.85,0.6631,True,35.0,1.0,0.0,1.0,3.0,finished,WON
sr:match:72759272,Worksop Town,Bedford Town Football Club,Worksop Town vs Bedford Town Football Club,National League North,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,33.9,6.2,2.95,0.6631,True,35.0,1.0,0.0,1.0,2.0,finished,LOST
sr:match:72758098,Chesham United,Billericay Town,Chesham United vs Billericay Town,National League South,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,33.9,6.2,2.95,0.6631,True,35.0,0.0,2.0,1.0,2.0,finished,LOST
sr:match:72758102,Dorking Wanderers,Chelmsford City,Dorking Wanderers vs Chelmsford City,National League South,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.0,36.4,3.6,2.75,0.6631,True,35.0,2.0,3.0,3.0,3.0,finished,WON
sr:match:72758104,Ebbsfleet United FC,Hemel Hempstead Town,Ebbsfleet United FC vs Hemel Hempstead Town,National League South,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,33.3,6.8,3.0,0.6631,True,35.0,0.0,0.0,0.0,0.0,finished,LOST
sr:match:72758114,Tonbridge Angels,Maidstone United FC,Tonbridge Angels vs Maidstone United FC,National League South,2026-09-08 19:45,target__over_3_5_goals,Over 3.5 Goals,40.1,35.1,5.0,2.85,0.6631,True,35.0,0.0,0.0,0.0,1.0,finished,LOST
sr:match:74165872,Borussia Dortmund,Villarreal,Borussia Dortmund vs Villarreal,UEFA Champions League,2026-09-08 20:00,target__over_3_5_goals,Over 3.5 Goals,51.6,45.5,6.2,2.2,0.6631,True,35.0,0.0,0.0,3.0,2.0,finished,WON
sr:match:74325256,Toronto FC II,Columbus Crew 2,Toronto FC II vs Columbus Crew 2,MLS Next Pro,2026-09-08 20:00,target__over_3_5_goals,Over 3.5 Goals,50.3,46.5,3.8,2.15,0.6631,True,35.0,3.0,0.0,4.0,2.0,finished,WON
sr:match:73873182,Fluminense FC RJ,CA Platense,Fluminense FC RJ vs CA Platense,CONMEBOL Libertadores,2026-09-08 23:00,target__over_3_5_goals,Over 3.5 Goals,23.4,20.4,3.0,4.9,0.6631,True,35.0,0.0,0.0,,,other,UNSETTLED
sr:match:73722726,Hartford Athletic,Colorado Springs Switchbacks FC,Hartford Athletic vs Colorado Springs Switchbacks FC,USL Cup,2026-09-09 00:00,target__over_3_5_goals,Over 3.5 Goals,41.3,32.3,9.0,3.1,0.6631,True,35.0,2.0,0.0,2.0,1.0,finished,LOST
sr:match:73159940,Al-Hazm,Al-Taawoun FC,Al-Hazm vs Al-Taawoun FC,Saudi Pro League,2026-09-08 16:55,target__over_4_5_goals,Over 4.5 Goals,22.4,18.2,4.2,5.5,0.6327,True,19.9,1.0,0.0,1.0,0.0,finished,LOST
sr:match:68157112,Atlanta United 2,CT United FC,Atlanta United 2 vs CT United FC,MLS Next Pro,2026-09-08 19:00,target__over_4_5_goals,Over 4.5 Goals,36.1,30.8,5.3,3.25,0.6327,True,19.9,1.0,0.0,4.0,1.0,finished,WON
sr:match:74158470,Leyton Orient London,Bradford City FC,Leyton Orient London vs Bradford City FC,EFL Cup,2026-09-08 19:45,target__over_4_5_goals,Over 4.5 Goals,22.4,14.1,8.3,7.1,0.6327,True,19.9,1.0,1.0,1.0,3.0,finished,LOST
sr:match:72759268,Southport FC,Morecambe FC,Southport FC vs Morecambe FC,National League North,2026-09-08 19:45,target__over_4_5_goals,Over 4.5 Goals,22.4,18.2,4.2,5.5,0.6327,True,19.9,1.0,0.0,2.0,1.0,finished,LOST
sr:match:72759272,Worksop Town,Bedford Town Football Club,Worksop Town vs Bedford Town Football Club,National League North,2026-09-08 19:45,target__over_4_5_goals,Over 4.5 Goals,22.4,18.9,3.5,5.3,0.6327,True,19.9,1.0,0.0,1.0,2.0,finished,LOST
sr:match:74077462,FC Kiffen,Atlantis FC,FC Kiffen vs Atlantis FC,Kakkonen,2026-09-08 17:00,target__over_6_5_corners,Corners Over 6.5,78.9,19.2,59.7,5.2,0.5615,True,80.5,1.0,0.0,2.0,1.0,finished,UNKNOWN_TARGET
